person_id,tour_index,purpose,location_id,destination_geography_id,x_m,y_m,duration_s,initial_mode,source,destination_source
baseline_395,0,work,osm_node_3217144942,27:520:04173:553514:0001:000000,298837.81024379935,2104084.1788664996,28800,bike,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_395,1,leisure,census_27:519:99999:802794:0732:000000,27:519:99999:802794:0732:000000,275615.35843276,2105475.528990775,5670,ride,synthetic_provisional_activity,historical_population_location_proxy
baseline_396,0,education,osm_way_576152959,27:518:99999:802794:1249:000000,275520.59528184426,2113177.444330389,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_397,0,work,osm_node_13606941558,27:518:99999:802794:2487:000000,283056.0962601695,2120291.8689586613,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_398,0,work,osm_way_354797873,27:518:99999:802794:2486:000000,286664.50517683604,2121327.537929793,28800,ride,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_398,1,shopping,osm_node_13594666595,27:518:99999:802794:2179:000000,279125.2951148896,2108767.5948922806,4380,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_399,0,work,osm_node_6976136398,,268426.12665199046,2230425.636619683,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_400,0,social,census_27:519:99999:802794:0315:000000,27:519:99999:802794:0315:000000,270722.51434203796,2096567.0247555529,3450,auto_rickshaw,synthetic_provisional_activity,historical_population_location_proxy
baseline_401,0,education,osm_node_4736406821,27:518:99999:802794:1255:000000,274265.73217327916,2116123.4346348885,21600,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_402,0,work,osm_node_7649608348,,367619.8319768433,2207805.5840063714,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_403,0,work,osm_node_7050167816,27:518:99999:802794:2283:000000,279805.82334010757,2111994.210772243,28800,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_403,1,shopping,osm_node_5270763667,27:518:99999:802794:1140:000000,271717.2516015725,2108189.488535714,4380,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_404,0,education,osm_way_1040610182,27:520:04176:553987:0000:000000,298952.44309217663,2054814.525707875,21600,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_405,0,leisure,osm_way_626243838,27:518:99999:802794:2080:000000,281669.50411713286,2108367.5496646096,5460,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_406,0,social,census_27:518:99999:802794:1147:000000,27:518:99999:802794:1147:000000,272709.2915273445,2111384.5346424207,3450,walk,synthetic_provisional_activity,historical_population_location_proxy
baseline_407,0,work,osm_way_353364342,27:518:99999:802794:1249:000000,273972.7297437851,2113135.9036125173,28800,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_407,1,leisure,osm_way_496953444,27:518:99999:802794:1870:000000,273910.2099860365,2130232.359223797,5670,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_408,0,work,osm_node_3862551315,27:517:04167:552757:0000:000000,337247.8892579179,2171003.0349160843,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_408,1,social,census_27:517:04167:552877:0000:000000,27:517:04167:552877:0000:000000,326843.54690281354,2151620.8919487046,3930,pt,synthetic_provisional_activity,historical_population_location_proxy
baseline_409,0,social,census_27:518:99999:802794:2487:000000,27:518:99999:802794:2487:000000,284216.1473101616,2121630.3382791793,3390,pt,synthetic_provisional_activity,historical_population_location_proxy
baseline_410,0,work,osm_way_356531771,27:518:99999:802794:1255:000000,276929.5085877711,2115531.709799233,28800,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_410,1,social,census_27:518:99999:802794:1874:000000,27:518:99999:802794:1874:000000,275353.66579772637,2130298.8604951766,3450,taxi,synthetic_provisional_activity,historical_population_location_proxy
baseline_411,0,work,census_27:518:99999:802794:1978:000000,27:518:99999:802794:1978:000000,278238.9955045299,2113444.001519714,28800,walk,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_412,0,work,osm_node_11192643417,27:518:99999:802794:1255:000000,275823.45468614064,2114454.356163217,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_413,0,shopping,osm_node_12486490096,27:518:99999:802794:1352:000000,271256.5648775103,2117981.2746602637,1425,motorbike,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_414,0,work,osm_node_8797726541,27:519:99999:802794:0630:000000,273266.53876014566,2103497.290025781,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_414,1,leisure,osm_way_1551537932,,313523.15646697965,2119492.896534308,5160,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_415,0,social,census_27:517:04168:552988:0000:000000,27:517:04168:552988:0000:000000,299881.4123053713,2122666.162909869,3390,pt,synthetic_provisional_activity,historical_population_location_proxy
baseline_416,0,shopping,osm_node_11404790454,27:520:04180:554459:0000:000000,324584.92569815926,2064750.7867940092,4320,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_417,0,work,osm_node_12994244659,,275540.63877498,2135303.3890253515,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_417,1,social,census_27:518:99999:802794:2486:000000,27:518:99999:802794:2486:000000,285704.782862345,2119427.9958312092,3420,auto_rickshaw,synthetic_provisional_activity,historical_population_location_proxy
baseline_418,0,work,census_27:518:99999:802794:1769:000000,27:518:99999:802794:1769:000000,272159.70504557015,2126877.8793219165,28800,bike,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_419,0,social,census_27:518:99999:802794:1978:000000,27:518:99999:802794:1978:000000,278238.9955045299,2113444.001519714,3450,auto_rickshaw,synthetic_provisional_activity,historical_population_location_proxy
baseline_421,0,work,census_27:517:04160:551859:0000:000000,27:517:04160:551859:0000:000000,311302.8837646238,2216304.750965815,28800,auto_rickshaw,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_421,1,social,census_27:517:04160:551904:0000:000000,27:517:04160:551904:0000:000000,316862.5581598646,2206636.6577384192,3420,taxi,synthetic_provisional_activity,historical_population_location_proxy
baseline_423,0,education,osm_node_4353687991,27:520:04173:553488:0000:000000,306695.43876910675,2089473.2492741267,21600,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_424,0,social,osm_way_1127708321,27:518:99999:802794:2385:000000,283183.0338455939,2119300.553982424,3450,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_425,0,education,osm_node_7442452610,27:519:99999:802794:0731:000000,273506.16724361124,2104427.203961918,21600,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_426,0,education,osm_node_11295552945,27:520:04178:554254:0000:000000,282327.5799501412,2029685.132476536,21600,pt,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_427,0,education,osm_node_5149238422,,330846.21365523885,2073698.2669530055,21600,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_429,0,social,osm_node_5878275169,27:518:99999:802794:2385:000000,281004.8665381234,2116706.63366705,3450,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_429,1,leisure,osm_node_4138025789,,285025.3943020218,2122899.933881368,5670,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_430,0,leisure,osm_way_112799262,27:519:99999:802794:0731:000000,273671.85587612574,2105029.1152914036,5460,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_431,0,work,osm_node_7663833132,27:518:99999:802794:1769:000000,273554.62011347,2127479.572377263,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_432,0,work,census_27:518:99999:802794:1249:000000,27:518:99999:802794:1249:000000,275087.78534771415,2112976.8461077837,28800,pt,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_433,0,work,census_27:518:99999:802794:2179:000000,27:518:99999:802794:2179:000000,278652.0681987846,2108855.5401041145,28800,pt,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_434,0,leisure,osm_way_729980783,27:518:99999:802794:1769:000000,273458.65741466027,2126074.9506372437,5670,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_435,0,work,osm_node_12926508537,27:518:99999:802794:1140:000000,271202.0020363729,2107629.3135338747,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_435,1,leisure,osm_way_412511801,27:519:99999:802794:0101:000000,269000.68061629613,2092104.9929239159,5670,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_436,0,work,osm_node_13452336693,27:518:99999:802794:1772:000000,274757.9620193661,2127545.305069726,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_437,0,education,osm_way_353364342,27:518:99999:802794:1249:000000,273972.7297437851,2113135.9036125173,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_438,0,work,osm_node_2069325852,27:518:99999:802794:1353:000000,270265.54815176385,2117602.409737053,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_439,0,work,osm_node_3221694302,27:518:99999:802794:1352:000000,271956.59141692554,2117831.7343474217,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_439,1,social,census_27:517:04168:552984:0000:000000,27:517:04168:552984:0000:000000,300909.0015167638,2124880.0879444308,3930,walk,synthetic_provisional_activity,historical_population_location_proxy
baseline_440,0,work,osm_node_11522234149,27:518:99999:802794:1562:000000,272392.26375241874,2122128.013722203,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_440,1,shopping,osm_node_13686389608,,275023.46077890124,2133391.9125140505,4380,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_440,2,leisure,osm_node_4751082321,,276811.4089880222,2150170.542577517,5460,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_441,0,education,census_27:517:04168:552980:0000:000000,27:517:04168:552980:0000:000000,301151.6713335498,2126917.015588315,21600,pt,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_442,0,social,osm_way_281241933,27:518:99999:802794:1140:000000,270853.1694769134,2107402.435295662,3450,taxi,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_443,0,work,osm_node_8839016431,27:519:99999:802794:0416:000000,270461.59683271806,2097625.0077963434,28800,auto_rickshaw,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_444,0,work,osm_node_12765919748,27:518:99999:802794:1667:000000,271304.6056242868,2125564.0601671315,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_444,1,social,osm_node_414603977,,286593.8809912136,2124023.7960546073,3450,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_445,0,education,osm_way_152194882,27:518:99999:802794:1564:000000,275556.0356344586,2123031.879084603,21600,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_446,0,work,osm_node_12996344212,27:518:99999:802794:1140:000000,271332.4150642441,2107842.2566404273,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_447,0,work,osm_node_7442381761,27:519:99999:802794:0934:000000,272191.38489539817,2104549.5937320143,28800,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_447,1,social,osm_way_1392543387,27:518:99999:802794:1147:000000,272742.8290835137,2111541.1853051265,3450,walk,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_448,0,work,osm_node_7067961276,27:518:99999:802794:1352:000000,271678.6395875759,2118347.288180991,28800,bike,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_449,0,work,census_27:518:99999:802794:1563:000000,27:518:99999:802794:1563:000000,274430.0115548028,2123629.4513830496,28800,taxi,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_449,1,social,osm_way_911503341,27:518:99999:802794:1769:000000,273993.6203757389,2126464.8551109843,3450,auto_rickshaw,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
baseline_450,0,work,census_27:518:99999:802794:2385:000000,27:518:99999:802794:2385:000000,283309.58938556846,2117997.3953740587,28800,auto_rickshaw,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_450,1,shopping,osm_node_1842179248,27:518:99999:802794:1772:000000,275344.23680826253,2127320.0006758873,1425,taxi,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_450,2,social,census_27:518:99999:802794:1668:000000,27:518:99999:802794:1668:000000,276867.0761432982,2124383.8771319715,3450,taxi,synthetic_provisional_activity,historical_population_location_proxy
baseline_453,0,education,osm_node_7131459512,27:518:99999:802794:1667:000000,273581.3830815059,2124551.2337698643,21600,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_454,0,work,census_27:519:99999:802794:0102:000000,27:519:99999:802794:0102:000000,271205.9960942287,2093177.2194245467,28800,auto_rickshaw,synthetic_provisional_activity,unchanged_primary_zone_proxy
baseline_455,0,work,osm_node_7663612921,,309103.59683909034,2125009.791422696,28800,walk,synthetic_provisional_activity,OSM_point_location_not_capacity
baseline_455,1,social,census_27:520:04173:553429:0000:000000,27:520:04173:553429:0000:000000,307918.27959880035,2098778.8392267637,3420,walk,synthetic_provisional_activity,historical_population_location_proxy
baseline_457,0,work,osm_way_353772277,27:519:99999:802794:0628:000000,272301.75558875676,2102038.7346770572,28800,pt,synthetic_provisional_activity,OSM_area_representative_point_not_capacity_or_entrance
